AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
95,95,"800  6,000 บาท",80 ไร่,2,1500 คัน,70 ห้อง,เปิดทุกวัน จันทร์พฤหัสบดี เวลา 10.00  20.00 น. และ วันศุกร์  อาทิตย์ เวลา 10.00  21.00 น.,รถมินิบัส,"CK PLAZA ตั้งอยู่ใจกลางเมือง ติดสี่แยกถนนหลัก เชื่อมต่อหลายเส้นทาง และตั้งอยู่ใกล้เขตอุตสาหกรรมหลัก 9 เขตอุตสาหกรรม และนิคสอุตสาหกรรมใกล้เคียง ซึ่งมีประชากรแฝงจำนวนมาก อีกทั้งเป็นเจตที่อยู่อาศัยและโซนสาธารณสุขขนาดใหญ่ เช่น รพ.กรุงเทพปลวกแดง , รพ.ปิยเวช รพ.ปลวกแดง 2 แห่ง พร้อมโครงสร้างพื้นฐานค้าปลีกวัสดุก่อสร้าง เช่น เมก้าโฮม วีโฮม โครงหมู่บ้านกว่า 100 โครงการ ภายในพื้นที่ ซี เค พลาซ่า ประกอบด้วยยูสมิกซ์ เช่น สนามฟุตบอลสโมสรปลวกแดงยูไนเต็ด โดมสนามฟุตบอลหญ้าเทียม ตลาดสดค้าปลีกค้าส่ง ที่พักอาศัย"
96,96,-,-,2,-,-,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.00  20.00 น.,-,ยินดีต้อนรับร้านค้าทุกประเภท
97,97,-,2 ไร่,2,200 คัน,500 ห้อง,เปิดทุกวัน จันทร์ศุกร์ เวลา 06.00  15.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
98,98,-,-,2,-,-,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.00  21.00 น.,-,ยินดีต้อนรับร้านค้าทุกประเภท
99,99,-,-,2,-,-,เปิดทุกวัน จันทร์อาทิตย์ เวลา 16.00  23.00 น.,-,ยินดีต้อนรับร้านค้าทุกประเภท
100,100,-,-,2,200 คัน,-,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  21.00 น.,-,ยินดีต้อนรับร้านค้าทุกประเภท
101,101,-,-,2,-,-,-,-,ยินดีต้อนรับร้านค้าทุกประเภท
102,102,100 บาทขึ้นไป / วัน,6 ไร่,1,200 คัน,40 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 16.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
103,103,"2,100  33,000 บาท",35 ไร่,1,110 คัน,38 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
104,104,"4,000 บาทขึ้นไป / เดือน",3 ไร่,1,70 คัน,30 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  01.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
105,105,400 บาทขึ้นไป / วัน,3 ไร่,1,80 คัน,20 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.00  22.00 น.,MRT สถานีตลาดบางใหญ่,ยินดีต้อนรับร้านค้าทุกประเภท
106,106,"3,000  8,500 บาท / เดือน",2 ไร่,1,25 คัน,4 ห้อง,เปิดทุกวัน เวลา 16:0022:30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
107,107,-,4 ไร่,1,300 คัน,60 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 07.30  19.00 น.,MRT สถานีสามยอด,ยินดีต้อนรับร้านค้าทุกประเภท
108,108,-,3 ไร่,1,200 คัน,50 ห้อง,เปิดทุกวัน จันทร์ศุกร์ เวลา 08.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
109,109,"2,000  3,000 บาท/เดือน",6 ไร่,1,50 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.00  21.00 น.,รถยนต์ส่วนตัว,ตลาดสดหนองบัว เปิดตั้งแต่เวลา : 06.30  20.30 น. หนองบัวไนท์บาซาร์ เปิดตั้งแต่เวลา : 18.00  24.00 น.ยินดีต้อนรับร้านค้าทุกประเภท
110,110,"5,000 บาทขึ้นไป / เดือน",37 ไร่,1,300 คัน,50 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
111,111,"35,000 บาทขึ้นไป / เดือน",3 ไร่,1,50 คัน,20 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  24.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
112,112,"3,400 บาทขึ้นไป / เดือน",2 ไร่,1,100 คัน,30 ห้อง,เปิดทุกวัน จันทร์ศุกร์ เวลา 16.00  21.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
113,113,-,-,1,200 คัน,100 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  17.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
114,114,100 บาท / วัน,1 ไร่,1,5 คัน,5 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  17.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
