DetailMarketId,MarketId,MarketDetail,RatingDetail,AddressDetail,GoogleMapLink
97,97,ตลาดนัดโรงพยาบาลทรวงอก,3.90 (47),74 ถ.ติวานนท์ บางกระสอ อำเภอเมืองนนทบุรี นนทบุรี 11000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJITz7fJeb4jARWkmFTNCG1XI
98,98,ตลาดธนานันท์,4.60 (16),สป.1011 ตำบลบางปลา อำเภอบางพลี สมุทรปราการ 10540  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJHycSa1pbHTERfMGYgZXZdPg
99,99,ตลาดชุมชนคลองสี่วาพาสวัสดิ์,4.00 (11),ตำบลนาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ5S-VafW54jAR7f_ieCPY7Mo
100,100,ตลาดท่าปรง,4.00 (31),ตำบลมหาชัย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJG_si40G54jARQd1FqJObQZw
101,101,ตลาดศุภโชค,5.00 (1),ตำบลบางแขม เมือง นครปฐม 73000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJvRXokfUGVDARaJ_o629DUx4
102,102,ตลาดสังกะสี เทพารักษ์ สมุทรปราการ,"4.40 (1,556)",ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10280  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJOYgnxDpfHTERP0jLWCXZWQM
103,103,ตลาดพรรณรวี,4.10 (580),290 ถ.ปัทมานนท์ ตำบลเหนือเมือง อำเภอเมืองร้อยเอ็ด จังหวัดร้อยเอ็ด 45000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ9w1n7-X9FzER_omDANoPj3k
104,104,ตลาดคลองเล,4.40 (146),15 ถนนราชพฤกษ์ ตำบลอ้อมเกร็ด อำเภอปากเกร็ด นนทบุรี 11130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ00S2lliF4jARh8QWgeI2th0
105,105,ตลาดบางใหญ่ สไมล์,"4.30 (4,281)",22/22 ถ.กาญจนาภิเษก ตำบลเสาธงหิน อำเภอบางใหญ่ นนทบุรี 11140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJFevLEdiP4jARa-YTs4tQEbU
106,106,The CAMPO,0.00 (0),ถนนกาญจนวนิชทุ่งโดน ตำบลคอหงส์ อำเภอหาดใหญ่ สงขลา 90110  ดูแผนที่,-
107,107,คลองถม เซ็นเตอร์,"4.20 (12,586)",499 ถ.วรจักร แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ71wWBhiZ4jARNGAGZyl8BjE
108,108,ตลาดนัดคลองถมอาคารพลับพลาไชย,4.50 (28),1 20 ซอยธนาคารกรุงเทพ แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ98SAIyOZ4jARVk5zrxXQHVo
109,109,ตลาดสดหนองบัว  หนองบัวไนท์บาซ่าร์,4.40 (87),ตำบลหนองบัว อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJN8Bc9SN34zARMUhVipUCTmY
110,110,SC Plaza สายใต้ใหม่,"4.00 (2,032)",24/6 ถ.บรมราชชนนี แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJjxwPdkyX4jARqgo0vz7DE3o
111,111,ตลาดหัวช้าง ลพบุรี,4.20 (177),47 11 หมู่ 9 ตำบลท่าศาลา อำเภอเมืองลพบุรี ลพบุรี 15000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJV9P1T4QAHjERDKCsUqRJapk
112,112,ตลาดไนท์ พลาซ่า ม.นเรศวร,4.50 (184),ตำบลท่าโพธิ์ อำเภอเมืองพิษณุโลก พิษณุโลก 65000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJOYSS-7693zARFVAG21DhcCQ
113,113,โบ๊เบ๊ ทาวเวอร์ Wholesale Shopping Mall,"4.10 (1,772)",แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ70CACzmZ4jARAKZX62G73UE
114,114,ตลาดน้ำทุ่งบัวแดง,"3.90 (3,037)",10/2 ถนนการประปานครหลวง ตำบลบางเลน อำเภอบางเลน นครปฐม 73130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJEaEmJJD24jARB1jpNUdfyyw
115,115,ตลาดสดช่อทิพย์,3.90 (24),บางบัวทอง 1 ตำบลลำโพ อำเภอบางบัวทอง นนทบุรี 11110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJe-EiALiI4jARfq7ppEdxk9A
116,116,UPlearn Mall,4.40 (83),99 หมู่ 2 ตำบลคลองหก อำเภอคลองหลวง ปทุมธานี 12120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJz1t-OaR5HTERMTYhtA524pU
117,117,ตลาดร่มเหลือง พาราไดซ์ เพลส @Paradise Place,"4.10 (1,607)",59 9 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ7w8r_HNgHTER3a43hA3Xeic
118,118,ตลาดโอโซนวัน ดอนเมือง,"4.50 (2,143)",ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH82FA02C4jAR674urr_0PMA
119,119,ตลาดนัดกรมปศุสัตว์,4.30 (69),69/1 ถ.พญาไท แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJh3WaQ8qe4jARQrKeIwFmbiY
120,120,ตลาดสุข 71 พลาซ่า,4.20 (797),สุข 71 พลาซ่า ซอยปรีดีพนมยงค์ 24 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJO63Fbpmf4jARZkKGLoDy4dg
121,121,ตลาดเคหะออเงิน เดลิเวอรี่,0.00 (0),"สุขาภิบาล 5 ซอย 66 เขตสายไหม, Bangkok, Thailand, 10220  ดูแผนที่",-
122,122,โครงการ วีด้า เจมโมฯ,3.80 (155),เลขที่ 1 ซอย 01 39 ถ.กาญจนาภิเษก แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร 10250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJceuTqqlgHTERMWAnFvEraaI
123,123,ตลาดนัดลุมพินีทาวเวอร์,4.00 (155),1168 ถ.พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJv95jck6Z4jARBaxlCBqmxf4
124,124,ตลาดเวิลด์มาร์เก็ต,"4.30 (5,957)",109/17 ถ.ทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJwxE8q4CW4jARBNlfgBv1KNo
125,125,ตลาดใหม่หนองจอก,4.10 (82),ถ.สังฆสันติสุข แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJp9j7wSBuHTERsFKEfTtxv7g
126,126,ตลาดปัฐวิกรณ์ นวมินทร์ 72,"4.30 (4,462)",ถ.นวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJC5OFA15jHTER291lKvX0wgg
127,127,ตลาดเทิดไท ลาดกระบัง,3.80 (770),136/1 ถ.หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJHUvC3MlpHTERQl1j3Aqpv7w
128,128,ตลาดโรงถ่าน สุขาภิบาล 2,2.00 (1),สุขาภิบาล 2 ซอย 11 แยก 21 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJn9Z_8SNhHTER7B0q3Ms-oSc
129,129,ตลาดหทัยมิตร,"4.00 (2,584)",เลขที่ B0178 หมู่ตลาด ถ.หทัยมิตร แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJqSYNXbJkHTERK6vdVxpdtYM
130,130,เจ้าสัว 69,4.20 (832),888 8 ถ.บางบอน 3 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJ8NrIhy94jAR2B1MszPeVeI
131,131,ตลาดในสวน,4.70 (7),ถ.คลองใหม่ ตำบลบางช้าง อำเภอสามพราน นครปฐม 73110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJt8BJZ3bB4jARVst-ueLiR14
132,132,ตลาดสิริทรัพย์ รังสิต,4.40 (217),44 หมู่ 7 94 ถ.พหลโยธิน อำเภอลำลูกกา ปทุมธานี 12130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH1pD23l_HTERUvd98rKQYSY
133,133,ตลาดนัดบางบัว,4.10 (396),แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJD_pD6C-d4jARTt_PyPgchaQ
134,134,ตลาดนัดวิดวะ การ์เด้น,4.40 (28),701 ซอยฉลองกรุง 1 แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJfVdvtGJnHTERP2OptnTtf4U
135,135,ตลาดเสรี 2 เจริญกรุง 109,4.40 (706),10 ซอยเจริญกรุง 109 แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJfYAqN4OY4jARL6_ZAFfltV8
136,136,อมยิ้ม พลาซ่า  Omyim Plaza,4.30 (6),05 ถนนเฉลิพระเกียรติ แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร 10250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJe8v2w3lfHTEReHz9b_9nLOA
137,137,หนองจอก นิว มาร์เก็ต  ตลาด 89 เซ็นเตอร์,4.30 (180),ถ.ผดุงพันธ์ แขวงหนองจอก เขตหนองจอก กรุงเทพมหานคร 10530  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJRbTge3ZxHTERKnV8q21GdPs
138,138,ตลาดนัดลาดพร้าว 87,4.20 (143),587 ซอยลาดพร้าว 87 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJp8PlIC9jHTERJFgrXGapNVw
139,139,ตลาดนัดพิมพ์ทอง ลาดพร้าว 101,4.20 (18),1/1 ซอยลาดพร้าว 101 แยก 35 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJyX2GOx9jHTERAfxsY6gjSfE
